slice_0based,pattern_id,cfu_id,pattern_n_members,cfu_n_events,Ap_pattern_pixels,Acfu_pixels,overlap_pixels,ratio,coverage,passes_overlap,passes_ratio,passes_coverage,passes_members
2,240,78,3,5,105,220,44,2.0952380952380953,0.41904761904761906,1,1,0,0
2,171,1,2,242,74,312,31,4.216216216216216,0.4189189189189189,1,0,0,0
2,132,29,4,12,900,60,25,15.0,0.4166666666666667,1,0,0,0
2,195,1,5,242,390,312,130,1.25,0.4166666666666667,1,1,0,1
2,34,3,2,135,182,359,75,1.9725274725274726,0.41208791208791207,1,1,0,0
2,23,53,2,7,231,508,95,2.1991341991341993,0.41125541125541126,1,1,0,0
2,161,28,3,12,1002,142,58,7.056338028169014,0.4084507042253521,1,0,0,0
2,88,54,3,7,117,103,42,1.1359223300970873,0.4077669902912621,1,1,0,0
2,89,54,2,7,139,103,42,1.3495145631067962,0.4077669902912621,1,1,0,0
2,95,53,5,7,177,508,72,2.8700564971751414,0.4067796610169492,1,1,0,1
2,40,45,5,8,153,64,26,2.390625,0.40625,1,1,0,1
2,211,3,2,135,171,359,69,2.0994152046783627,0.40350877192982454,1,1,0,0
2,130,1,2,242,261,312,105,1.1954022988505748,0.40229885057471265,1,1,0,0
2,24,53,4,7,65,508,26,7.815384615384615,0.4,1,0,0,0
2,161,78,3,5,1002,220,88,4.554545454545455,0.4,1,0,0,0
2,114,22,4,15,564,58,23,9.724137931034482,0.39655172413793105,1,0,0,0
2,60,28,2,12,66,142,26,2.1515151515151514,0.3939393939393939,1,1,0,0
2,111,53,2,7,61,508,24,8.327868852459016,0.39344262295081966,1,0,0,0
2,22,45,2,8,1351,64,25,21.109375,0.390625,1,0,0,0
2,147,54,3,7,1668,103,40,16.194174757281555,0.3883495145631068,1,0,0,0
2,149,28,2,12,526,142,55,3.704225352112676,0.3873239436619718,1,0,0,0
2,40,3,5,135,153,359,59,2.34640522875817,0.38562091503267976,1,1,0,1
2,89,77,2,5,139,52,20,2.673076923076923,0.38461538461538464,1,1,0,0
2,26,21,5,15,1044,81,31,12.88888888888889,0.38271604938271603,1,0,0,1
2,118,21,4,15,2385,81,31,29.444444444444443,0.38271604938271603,1,0,0,0
2,152,3,2,135,63,359,24,5.698412698412699,0.38095238095238093,1,0,0,0
2,153,3,3,135,63,359,24,5.698412698412699,0.38095238095238093,1,0,0,0
2,150,54,2,7,2060,103,39,20.0,0.3786407766990291,1,0,0,0
2,156,72,4,5,128,37,14,3.4594594594594597,0.3783783783783784,1,0,0,0
2,185,72,3,5,590,37,14,15.945945945945946,0.3783783783783784,1,0,0,0
2,11,3,9,135,174,359,65,2.0632183908045976,0.3735632183908046,1,1,0,1
2,22,21,2,15,1351,81,30,16.679012345679013,0.37037037037037035,1,0,0,0
2,98,21,2,15,1558,81,30,19.234567901234566,0.37037037037037035,1,0,0,0
2,125,48,2,7,63,38,14,1.6578947368421053,0.3684210526315789,1,1,0,0
2,126,48,3,7,72,38,14,1.894736842105263,0.3684210526315789,1,1,0,0
2,149,48,2,7,526,38,14,13.842105263157896,0.3684210526315789,1,0,0,0
2,47,53,2,7,329,508,121,1.5440729483282676,0.3677811550151976,1,1,0,0
2,260,77,2,5,1638,52,19,31.5,0.36538461538461536,1,0,0,0
2,181,2,7,173,327,297,108,1.101010101010101,0.36363636363636365,1,1,0,1
2,178,3,3,135,1755,359,130,4.888579387186629,0.362116991643454,1,0,0,0
2,260,16,2,18,1638,25,9,65.52,0.36,1,0,0,0
2,40,21,5,15,153,81,29,1.8888888888888888,0.35802469135802467,1,1,0,1
2,194,1,2,242,299,312,107,1.0434782608695652,0.35785953177257523,1,1,0,0
2,132,10,4,26,900,172,61,5.232558139534884,0.3546511627906977,1,0,0,0
2,169,2,2,173,616,297,105,2.074074074074074,0.35353535353535354,1,1,0,0
2,254,23,2,14,346,17,6,20.352941176470587,0.35294117647058826,1,0,0,0
2,205,28,3,12,594,142,50,4.183098591549296,0.352112676056338,1,0,0,0
2,115,72,2,5,422,37,13,11.405405405405405,0.35135135135135137,1,0,0,0
2,27,5,4,57,492,584,172,1.1869918699186992,0.34959349593495936,1,1,0,0
2,201,5,2,57,492,584,172,1.1869918699186992,0.34959349593495936,1,1,0,0
2,141,54,3,7,1580,103,36,15.339805825242719,0.34951456310679613,1,0,0,0
2,33,3,3,135,207,359,72,1.7342995169082125,0.34782608695652173,1,1,0,0
2,21,53,4,7,242,508,84,2.0991735537190084,0.34710743801652894,1,1,0,0
2,217,2,2,173,620,297,103,2.0875420875420874,0.3468013468013468,1,1,0,0
2,55,22,2,15,55,58,19,1.0545454545454545,0.34545454545454546,1,1,0,0
2,164,3,2,135,1351,359,124,3.7632311977715878,0.34540389972144847,1,0,0,0
2,111,7,2,35,61,16816,21,275.672131147541,0.3442622950819672,1,0,0,0
2,180,1,3,242,246,312,84,1.2682926829268293,0.34146341463414637,1,1,0,0
2,189,1,4,242,807,312,106,2.5865384615384617,0.33974358974358976,1,1,0,0
2,120,3,2,135,174,359,59,2.0632183908045976,0.3390804597701149,1,1,0,0
2,194,2,2,173,299,297,100,1.0067340067340067,0.3367003367003367,1,1,0,0
2,218,78,3,5,992,220,74,4.509090909090909,0.33636363636363636,1,0,0,0
2,72,29,5,12,1889,60,20,31.483333333333334,0.3333333333333333,1,0,0,1
2,137,2,5,173,578,297,99,1.9461279461279462,0.3333333333333333,1,1,0,1
2,214,29,3,12,866,60,20,14.433333333333334,0.3333333333333333,1,0,0,0
2,216,21,3,15,707,81,27,8.728395061728396,0.3333333333333333,1,0,0,0
2,182,2,3,173,217,297,72,1.368663594470046,0.3317972350230415,1,1,0,0
2,51,1,3,242,234,312,77,1.3333333333333333,0.32905982905982906,1,1,0,0
2,97,45,2,8,183,64,21,2.859375,0.328125,1,1,0,0
2,187,1,2,242,348,312,102,1.1153846153846154,0.3269230769230769,1,1,0,0
2,155,72,2,5,282,37,12,7.621621621621622,0.32432432432432434,1,0,0,0
2,168,72,2,5,128,37,12,3.4594594594594597,0.32432432432432434,1,0,0,0
2,178,62,3,6,1755,37,12,47.432432432432435,0.32432432432432434,1,0,0,0
2,212,35,2,10,871,37,12,23.54054054054054,0.32432432432432434,1,0,0,0
2,23,67,2,6,231,71,23,3.2535211267605635,0.323943661971831,1,0,0,0
2,185,2,3,173,590,297,96,1.9865319865319866,0.32323232323232326,1,1,0,0
2,281,39,2,8,231,118,38,1.9576271186440677,0.3220338983050847,1,1,0,0
2,44,21,3,15,488,81,26,6.0246913580246915,0.32098765432098764,1,0,0,0
2,254,1,2,242,346,312,100,1.108974358974359,0.32051282051282054,1,1,0,0
2,42,53,4,7,50,508,16,10.16,0.32,1,0,0,0
2,166,2,2,173,597,297,95,2.01010101010101,0.31986531986531985,1,1,0,0
2,195,2,5,173,390,297,95,1.3131313131313131,0.31986531986531985,1,1,0,1
2,72,10,5,26,1889,172,55,10.982558139534884,0.31976744186046513,1,0,0,1
2,30,3,6,135,107,359,34,3.3551401869158877,0.3177570093457944,1,0,0,1
2,254,2,2,173,346,297,94,1.164983164983165,0.3164983164983165,1,1,0,0
2,226,7,2,35,73,16816,23,230.35616438356163,0.3150684931506849,1,0,0,0
2,62,3,2,135,175,359,55,2.0514285714285716,0.3142857142857143,1,1,0,0
2,31,43,2,8,430,16,5,26.875,0.3125,1,0,0,0
2,170,43,2,8,446,16,5,27.875,0.3125,1,0,0,0
2,228,43,2,8,484,16,5,30.25,0.3125,1,0,0,0
2,63,1,4,242,61,312,19,5.114754098360656,0.3114754098360656,1,0,0,0
2,95,3,5,135,177,359,55,2.0282485875706215,0.3107344632768362,1,1,0,1
2,22,54,2,7,1351,103,32,13.116504854368932,0.3106796116504854,1,0,0,0
2,213,54,2,7,1715,103,32,16.650485436893202,0.3106796116504854,1,0,0,0
2,163,2,3,173,313,297,92,1.0538720538720538,0.30976430976430974,1,1,0,0
2,107,2,2,173,248,297,76,1.1975806451612903,0.3064516129032258,1,1,0,0
2,102,7,2,35,121,16816,37,138.97520661157026,0.30578512396694213,1,0,0,0
2,114,3,4,135,564,359,109,1.5710306406685237,0.30362116991643456,1,1,0,0
2,134,53,2,7,199,508,60,2.5527638190954773,0.3015075376884422,1,1,0,0
2,75,62,2,6,70,37,11,1.8918918918918919,0.2972972972972973,1,1,0,0
2,54,53,3,7,108,508,32,4.703703703703703,0.2962962962962963,1,0,0,0
2,107,67,2,6,248,71,21,3.492957746478873,0.29577464788732394,1,0,0,0
2,99,23,2,14,380,17,5,22.352941176470587,0.29411764705882354,1,0,0,0
2,170,23,2,14,446,17,5,26.235294117647058,0.29411764705882354,1,0,0,0
2,118,22,4,15,2385,58,17,41.12068965517241,0.29310344827586204,1,0,0,0
2,86,2,2,173,327,297,87,1.101010101010101,0.29292929292929293,1,1,0,0
2,261,18,4,16,3639,24,7,151.625,0.2916666666666667,1,0,0,0
2,228,1,2,242,484,312,90,1.5512820512820513,0.28846153846153844,1,1,0,0
2,140,3,2,135,579,359,103,1.6128133704735377,0.28690807799442897,1,1,0,0
2,68,76,2,5,57,49,14,1.163265306122449,0.2857142857142857,1,1,0,0
2,152,67,2,6,63,71,18,1.126984126984127,0.2857142857142857,1,1,0,0
2,153,67,3,6,63,71,18,1.126984126984127,0.2857142857142857,1,1,0,0
2,164,61,2,6,1351,14,4,96.5,0.2857142857142857,1,0,0,0
2,165,53,3,7,1241,508,144,2.4429133858267718,0.28346456692913385,1,1,0,0
2,29,21,2,15,78,81,22,1.0384615384615385,0.28205128205128205,1,1,0,0
2,188,67,2,6,2114,71,20,29.774647887323944,0.28169014084507044,1,0,0,0
2,87,45,2,8,174,64,18,2.71875,0.28125,1,1,0,0
2,112,1,4,242,293,312,82,1.0648464163822526,0.27986348122866894,1,1,0,0
2,47,3,2,135,329,359,92,1.0911854103343466,0.2796352583586626,1,1,0,0
2,107,53,2,7,248,508,69,2.0483870967741935,0.2782258064516129,1,1,0,0
2,186,53,7,7,1242,508,141,2.4448818897637796,0.27755905511811024,1,1,0,1
2,281,47,2,7,231,83,23,2.783132530120482,0.27710843373493976,1,1,0,0
2,62,53,2,7,175,508,48,2.902857142857143,0.2742857142857143,1,1,0,0
2,167,53,3,7,1235,508,139,2.4311023622047245,0.2736220472440945,1,1,0,0
2,149,10,2,26,526,172,47,3.058139534883721,0.27325581395348836,1,0,0,0
2,21,2,4,173,242,297,66,1.2272727272727273,0.2727272727272727,1,1,0,0
2,130,2,2,173,261,297,71,1.1379310344827587,0.2720306513409962,1,1,0,0
2,69,62,2,6,62,37,10,1.6756756756756757,0.2702702702702703,1,1,0,0
2,171,72,2,5,74,37,10,2.0,0.2702702702702703,1,1,0,0
2,214,35,3,10,866,37,10,23.405405405405407,0.2702702702702703,1,0,0,0
2,240,62,3,6,105,37,10,2.8378378378378377,0.2702702702702703,1,1,0,0
2,260,62,2,6,1638,37,10,44.270270270270274,0.2702702702702703,1,0,0,0
2,89,78,2,5,139,220,37,1.5827338129496402,0.26618705035971224,1,1,0,0
2,70,45,3,8,150,64,17,2.34375,0.265625,1,1,0,0
2,23,7,2,35,231,16816,61,72.7965367965368,0.26406926406926406,1,0,0,0
2,114,53,4,7,564,508,134,1.110236220472441,0.2637795275590551,1,1,0,0
2,86,1,2,242,327,312,82,1.0480769230769231,0.26282051282051283,1,1,0,0
2,27,39,4,8,492,118,31,4.169491525423729,0.2627118644067797,1,0,0,0
2,201,39,2,8,492,118,31,4.169491525423729,0.2627118644067797,1,0,0,0
2,187,2,2,173,348,297,78,1.1717171717171717,0.26262626262626265,1,1,0,0
2,60,22,2,15,66,58,15,1.1379310344827587,0.25862068965517243,1,1,0,0
2,69,78,2,5,62,220,16,3.5483870967741935,0.25806451612903225,1,0,0,0
2,134,3,2,135,199,359,51,1.8040201005025125,0.2562814070351759,1,1,0,0
2,274,7,3,35,6699,16816,1716,2.510225406777131,0.2561576354679803,1,1,0,0
2,218,53,3,7,992,508,128,1.952755905511811,0.25196850393700787,1,1,0,0
2,25,45,2,8,139,64,16,2.171875,0.25,1,1,0,0
2,52,43,3,8,380,16,4,23.75,0.25,1,0,0,0
2,99,43,2,8,380,16,4,23.75,0.25,1,0,0,0
2,143,43,2,8,371,16,4,23.1875,0.25,1,0,0,0
2,178,77,3,5,1755,52,13,33.75,0.25,1,0,0,0
2,249,53,3,7,1189,508,127,2.340551181102362,0.25,1,1,0,0
2,108,21,5,15,414,81,20,5.111111111111111,0.24691358024691357,1,0,0,1
2,115,1,2,242,422,312,77,1.3525641025641026,0.2467948717948718,1,1,0,0
2,214,10,3,26,866,172,42,5.034883720930233,0.2441860465116279,1,0,0,0
2,140,53,2,7,579,508,124,1.139763779527559,0.2440944881889764,1,1,0,0
